#  DisGeNET, a discovery platform for human diseases and their genes - http://disgenet.org/
#   Copyright 2010-2016 
#  
# Use is subject to the terms at http://www.disgenet.org/ds/DisGeNET/html/legal.html
# These terms include:
# 
#   1. The DisGeNET database and Knowledge discovery platform are provided to advance 
#       the knowledge about human diseases and their associated genes, 
#       and are intended to be used only for research and education. 
#
#   2. All forms of publication (e.g., web sites, research papers, databases,
#       software applications, etc.) that use or rely on DisGeNET data must cite DisGeNET.
#       Citation guidelines: http://www.disgenet.org/ds/DisGeNET/html/citation.html
# 
# 
# More information at: http://www.disgenet.org/web/DisGeNET/menu/downloads
# 
# This file corresponds to DisGeNET v4.0 (created on Jun 27 2016)
#
# If you have any further questions, please email us at support@disgenet.org 
diseaseId	diseaseName	meshId	meshName
umls:C0025312	Meningomyelocele	D008591	Meningomyelocele
umls:C0025322	Premature Menopause	D008594	Menopause, Premature
umls:C0025323	Menorrhagia	D008595	Menorrhagia
umls:C0025345	Menstruation Disturbances	D008599	Menstruation Disturbances
umls:C0025349	Menstruation, Retrograde	D008599	Menstruation Disturbances
umls:C0025362	Mental Retardation	D008607	Intellectual Disability
umls:C0025427	Mercury Poisoning	D008630	Mercury Poisoning
umls:C0025472	Mesenteric Vascular Occlusion	D008641	Mesenteric Vascular Occlusion
umls:C0025500	Mesothelioma	D008654	Mesothelioma
umls:C0025517	Metabolic Diseases	D008659	Metabolic Diseases
umls:C0025521	Inborn Errors of Metabolism	D008661	Metabolism, Inborn Errors
umls:C0025534	Metal Metabolism, Inborn Errors	D008664	Metal Metabolism, Inborn Errors
umls:C0025568	Metaplasia	D008679	Metaplasia
umls:C0025637	Methemoglobinemia	D008708	Methemoglobinemia
umls:C0025874	Metrorrhagia	D008796	Metrorrhagia
umls:C0025945	Microangiopathy, Diabetic	D003925	Diabetic Angiopathies
umls:C0025958	Microcephaly	D008831	Microcephaly
umls:C0025990	Micrognathism	D008844	Micrognathism
umls:C0026010	Microphthalmos	D008850	Microphthalmos
umls:C0026103	Mikulicz Disease	D008882	Mikulicz' Disease
umls:C0026205	Miosis disorder	D015877	Miosis
umls:C0026266	Mitral Valve Insufficiency	D008944	Mitral Valve Insufficiency
umls:C0026267	Mitral Valve Prolapse Syndrome	D008945	Mitral Valve Prolapse
umls:C0026269	Mitral Valve Stenosis	D008946	Mitral Valve Stenosis
umls:C0026272	Mixed Connective Tissue Disease	D008947	Mixed Connective Tissue Disease
umls:C0026277	Mixed Salivary Gland Tumor	D008949	Adenoma, Pleomorphic
umls:C0026393	Molluscum Contagiosum	D008976	Molluscum Contagiosum
umls:C0026470	Monoclonal Gammopathy of Undetermined Significance	D008998	Monoclonal Gammopathy of Undetermined Significance
umls:C0026499	Monosomy	D009006	Monosomy
umls:C0026552	Morphine Dependence	D009021	Morphine Dependence
umls:C0026603	Motion Sickness	D009041	Motion Sickness
umls:C0026613	Motor Skills Disorders	D019957	Motor Skills Disorders
umls:C0026618	Dental Fluorosis, Acquired	D009050	Fluorosis, Dental
umls:C0026633	Mouth Abnormalities	D009056	Mouth Abnormalities
umls:C0026635	Mouth Breathing	D009058	Mouth Breathing
umls:C0026636	Mouth Diseases	D009059	Mouth Diseases
umls:C0026640	Mouth Neoplasms	D009062	Mouth Neoplasms
umls:C0026644	Mouth, Edentulous	D009066	Mouth, Edentulous
umls:C0026650	Movement Disorders	D009069	Movement Disorders
umls:C0026654	Moyamoya Disease	D009072	Moyamoya Disease
umls:C0026683	Mucocele	D009078	Mucocele
umls:C0026691	Mucocutaneous Lymph Node Syndrome	D009080	Mucocutaneous Lymph Node Syndrome
umls:C0026697	Mucolipidoses	D009081	Mucolipidoses
umls:C0026703	Mucopolysaccharidoses	D009083	Mucopolysaccharidoses
umls:C0026705	Mucopolysaccharidosis II	D016532	Mucopolysaccharidosis II
umls:C0026706	Mucopolysaccharidosis III	D009084	Mucopolysaccharidosis III
umls:C0026707	Mucopolysaccharidosis IV	D009085	Mucopolysaccharidosis IV
umls:C0026708	Mucopolysaccharidosis V	D008059	Mucopolysaccharidosis I
umls:C0026709	Mucopolysaccharidosis VI	D009087	Mucopolysaccharidosis VI
umls:C0026718	Mucormycosis	D009091	Mucormycosis
umls:C0026755	Multiple Carboxylase Deficiency	D009100	Multiple Carboxylase Deficiency
umls:C0026760	Multiple Epiphyseal Dysplasia	D010009	Osteochondrodysplasias
umls:C0026764	Multiple Myeloma	D009101	Multiple Myeloma
umls:C0026766	Multiple Organ Failure	D009102	Multiple Organ Failure
umls:C0026769	Multiple Sclerosis	D009103	Multiple Sclerosis
umls:C0026773	Multiple Personality Disorder	D009105	Multiple Personality Disorder
umls:C0026780	Mumps	D009107	Mumps
umls:C0026821	Muscle Cramp	D009120	Muscle Cramp
umls:C0026826	Muscle Hypertonia	D009122	Muscle Hypertonia
umls:C0026827	Muscle hypotonia	D009123	Muscle Hypotonia
umls:C0026837	Muscle Rigidity	D009127	Muscle Rigidity
umls:C0026838	Muscle Spasticity	D009128	Muscle Spasticity
umls:C0026846	Muscular Atrophy	D009133	Muscular Atrophy
umls:C0026847	Spinal Muscular Atrophy	D009134	Muscular Atrophy, Spinal
umls:C0026848	Myopathy	D009135	Muscular Diseases
umls:C0026850	Muscular Dystrophy	D009136	Muscular Dystrophies
umls:C0026851	Muscular Dystrophy, Animal	D009137	Muscular Dystrophy, Animal
umls:C0026857	Musculoskeletal Diseases	D009140	Musculoskeletal Diseases
umls:C0026858	Musculoskeletal Pain	D059352	Musculoskeletal Pain
umls:C0026884	Mutism	D009155	Mutism
umls:C0026896	Myasthenia Gravis	D009157	Myasthenia Gravis
umls:C0026916	Mycobacterium avium-intracellulare Infection	D015270	Mycobacterium avium-intracellulare Infection
umls:C0026918	Mycobacterium Infections	D009164	Mycobacterium Infections
umls:C0026919	Mycobacterium Infections, Nontuberculous	D009165	Mycobacterium Infections, Nontuberculous
umls:C0026936	Mycoplasma Infections	D009175	Mycoplasma Infections
umls:C0026946	Mycoses	D009181	Mycoses
umls:C0026948	Mycosis Fungoides	D009182	Mycosis Fungoides
umls:C0026961	Mydriasis	D015878	Mydriasis
umls:C0026975	Myelitis	D009187	Myelitis
umls:C0026976	Myelitis, Transverse	D009188	Myelitis, Transverse
umls:C0026998	Acute Myeloid Leukemia, M1	D015470	Leukemia, Myeloid, Acute
umls:C0027022	Myeloproliferative disease	D009196	Myeloproliferative Disorders
umls:C0027051	Myocardial Infarction	D009203	Myocardial Infarction
umls:C0027055	Myocardial Reperfusion Injury	D015428	Myocardial Reperfusion Injury
umls:C0027059	Myocarditis	D009205	Myocarditis
umls:C0027066	Myoclonus	D009207	Myoclonus
umls:C0027070	Myoepithelioma	D009208	Myoepithelioma
umls:C0027073	Myofascial Pain Syndromes	D009209	Myofascial Pain Syndromes
umls:C0027080	Myoglobinuria	D009212	Myoglobinuria
umls:C0027086	Myoma	D009214	Myoma
umls:C0027092	Myopia	D009216	Myopia
umls:C0027095	Myosarcoma	D009217	Myosarcoma
umls:C0027121	Myositis	D009220	Myositis
umls:C0027122	Myositis Ossificans	D009221	Myositis Ossificans
umls:C0027125	Myotonia	D009222	Myotonia
umls:C0027126	Myotonic Dystrophy	D009223	Myotonic Dystrophy
umls:C0027127	Myotonia Congenita	D009224	Myotonia Congenita
umls:C0027145	Myxedema	D009230	Myxedema
umls:C0027149	Myxoma	D009232	Myxoma
umls:C0027339	Nail Diseases	D009260	Nail Diseases
umls:C0027341	Nail-Patella Syndrome	D009261	Nail-Patella Syndrome
umls:C0027401	Narcissism	D009289	Narcissism
umls:C0027404	Narcolepsy	D009290	Narcolepsy
umls:C0027412	Opioid-Related Disorders	D009293	Opioid-Related Disorders
umls:C0027429	Nasal obstruction present finding	D015508	Nasal Obstruction
umls:C0027430	Nasal Polyps	D009298	Nasal Polyps
umls:C0027439	Nasopharyngeal Neoplasms	D009303	Nasopharyngeal Neoplasms
umls:C0027441	Nasopharyngitis	D009304	Nasopharyngitis
umls:C0027497	Nausea	D009325	Nausea
umls:C0027533	Neck Neoplasms	D006258	Head and Neck Neoplasms
umls:C0027540	Necrosis	D009336	Necrosis
umls:C0027547	Necrotizing Scleritis	D015423	Scleritis
umls:C0027577	Nelson Syndrome	D009347	Nelson Syndrome
umls:C0027583	Nematode infections	D009349	Nematode Infections
umls:C0027609	Neonatal Abstinence Syndrome	D009357	Neonatal Abstinence Syndrome
umls:C0027612	Congenital, Hereditary, and Neonatal Diseases and Abnormalities	D009358	Congenital, Hereditary, and Neonatal Diseases and Abnormalities
umls:C0027626	Neoplasm Invasiveness	D009361	Neoplasm Invasiveness
umls:C0027627	Neoplasm Metastasis	D009362	Neoplasm Metastasis
umls:C0027643	Neoplasm Recurrence, Local	D009364	Neoplasm Recurrence, Local
umls:C0027645	Neoplasm Seeding	D009366	Neoplasm Seeding
umls:C0027654	Embryonal Neoplasm	D009373	Neoplasms, Germ Cell and Embryonal
umls:C0027656	Neoplasms, Connective Tissue	D009372	Neoplasms, Connective Tissue
umls:C0027658	Neoplasms, Germ Cell and Embryonal	D009373	Neoplasms, Germ Cell and Embryonal
umls:C0027659	Neoplasms, Experimental	D009374	Neoplasms, Experimental
umls:C0027660	Neoplasms, Glandular and Epithelial	D009375	Neoplasms, Glandular and Epithelial
umls:C0027661	Neoplasms, Hormone-Dependent	D009376	Neoplasms, Hormone-Dependent
umls:C0027662	Multiple Endocrine Neoplasia	D009377	Multiple Endocrine Neoplasia
umls:C0027663	Neoplasms, Multiple Primary	D009378	Neoplasms, Multiple Primary
umls:C0027665	Neoplasms, Nerve Tissue	D009380	Neoplasms, Nerve Tissue
umls:C0027666	Neoplasms, Radiation-Induced	D009381	Neoplasms, Radiation-Induced
umls:C0027668	Neoplasms, Vascular Tissue	D009383	Neoplasms, Vascular Tissue
umls:C0027672	Neoplastic Syndromes, Hereditary	D009386	Neoplastic Syndromes, Hereditary
umls:C0027686	Pathologic Neovascularization	D009389	Neovascularization, Pathologic
umls:C0027697	Nephritis	D009393	Nephritis
umls:C0027706	Hereditary nephritis	D009394	Nephritis, Hereditary
umls:C0027707	Nephritis, Interstitial	D009395	Nephritis, Interstitial
umls:C0027708	Nephroblastoma	D009396	Wilms Tumor
umls:C0027709	Nephrocalcinosis	D009397	Nephrocalcinosis
umls:C0027719	Nephrosclerosis	D009400	Nephrosclerosis
umls:C0027720	Nephrosis	D009401	Nephrosis
umls:C0027721	Lipoid nephrosis	D009402	Nephrosis, Lipoid
umls:C0027726	Nephrotic Syndrome	D009404	Nephrotic Syndrome
umls:C0027743	Nerve compression syndrome	D009408	Nerve Compression Syndromes
umls:C0027746	Nerve Degeneration	D009410	Nerve Degeneration
umls:C0027765	nervous system disorder	D009422	Nervous System Diseases
umls:C0027766	Nervous System Neoplasms	D009423	Nervous System Neoplasms
umls:C0027773	Nesidioblastosis	D046768	Nesidioblastosis
umls:C0027794	Neural Tube Defects	D009436	Neural Tube Defects
umls:C0027796	Neuralgia	D009437	Neuralgia
umls:C0027809	Neurilemmoma	D009442	Neurilemmoma
umls:C0027813	Neuritis	D009443	Neuritis
umls:C0027814	Neuritis, Autoimmune, Experimental	D009444	Neuritis, Autoimmune, Experimental
umls:C0027819	Neuroblastoma	D009447	Neuroblastoma
umls:C0027822	Neurodermatitis	D009450	Neurodermatitis
umls:C0027830	neurofibroma	D009455	Neurofibroma
umls:C0027831	Neurofibromatosis 1	D009456	Neurofibromatosis 1
umls:C0027832	Neurofibromatosis 2	D016518	Neurofibromatosis 2
umls:C0027849	Neuroleptic Malignant Syndrome	D009459	Neuroleptic Malignant Syndrome
umls:C0027854	Neurologic Manifestations	D009461	Neurologic Manifestations
umls:C0027858	Neuroma	D009463	Neuroma
umls:C0027859	Acoustic Neuroma	D009464	Neuroma, Acoustic
umls:C0027868	Neuromuscular Diseases	D009468	Neuromuscular Diseases
umls:C0027873	Neuromyelitis Optica	D009471	Neuromyelitis Optica
umls:C0027877	Neuronal Ceroid-Lipofuscinoses	D009472	Neuronal Ceroid-Lipofuscinoses
umls:C0027888	Hereditary Motor and Sensory Neuropathies	D015417	Hereditary Sensory and Motor Neuropathy
umls:C0027889	Hereditary Sensory and Autonomic Neuropathies	D009477	Hereditary Sensory and Autonomic Neuropathies
umls:C0027927	Neurosyphilis	D009494	Neurosyphilis
umls:C0027932	Neurotic Disorders	D009497	Neurotic Disorders
umls:C0027947	Neutropenia	D009503	Neutropenia
umls:C0027960	Nevus	D009506	Nevus
umls:C0027962	Melanocytic nevus	D009508	Nevus, Pigmented
umls:C0027983	Newcastle Disease	D009521	Newcastle Disease
umls:C0028043	Nicotine Dependence	D014029	Tobacco Use Disorder
umls:C0028064	Niemann-Pick Diseases	D009542	Niemann-Pick Diseases
umls:C0028077	Night Blindness	D009755	Night Blindness
umls:C0028084	Nightmares	D004325	Dreams
umls:C0028242	Nocardia Infections	D009617	Nocardia Infections
umls:C0028326	Noonan Syndrome	D009634	Noonan Syndrome
umls:C0028432	Nose Diseases	D009668	Nose Diseases
umls:C0028433	Nose Neoplasms	D009669	Nose Neoplasms
umls:C0028734	Nocturia	D053158	Nocturia
umls:C0028738	Nystagmus	D009759	Nystagmus, Pathologic
umls:C0028754	Obesity	D009765	Obesity
umls:C0028756	Obesity, Morbid	D009767	Obesity, Morbid
umls:C0028768	Obsessive-Compulsive Disorder	D009771	Obsessive-Compulsive Disorder
umls:C0028796	Dermatitis, Occupational	D009783	Dermatitis, Occupational
umls:C0028797	Occupational Diseases	D009784	Occupational Diseases
umls:C0028817	Ochronosis	D009794	Ochronosis
umls:C0028840	Ocular Hypertension	D009798	Ocular Hypertension
umls:C0028841	Ocular Hypotension	D015814	Ocular Hypotension
umls:C0028850	Ocular Motility Disorders	D015835	Ocular Motility Disorders
umls:C0028860	Oculocerebrorenal Syndrome	D009800	Oculocerebrorenal Syndrome
umls:C0028879	Odontogenic Cysts	D009807	Odontogenic Cysts
umls:C0028880	Odontogenic Tumors	D009808	Odontogenic Tumors
umls:C0028945	oligodendroglioma	D009837	Oligodendroglioma
umls:C0028949	Oligomenorrhea	D009839	Oligomenorrhea
umls:C0028960	Oligospermia	D009845	Oligospermia
umls:C0028961	Oliguria	D009846	Oliguria
umls:C0028968	Olivopontocerebellar Atrophies	D009849	Olivopontocerebellar Atrophies
umls:C0029001	Onchocerciasis	D009855	Onchocerciasis
umls:C0029002	Onchocerciasis, Ocular	D015827	Onchocerciasis, Ocular
umls:C0029077	Ophthalmia, Sympathetic	D009879	Ophthalmia, Sympathetic
umls:C0029089	Ophthalmoplegia	D009886	Ophthalmoplegia
umls:C0029106	Opisthorchiasis	D009889	Opisthorchiasis
umls:C0029118	Opportunistic Infections	D009894	Opportunistic Infections
umls:C0029121	Oppositional Defiant Disorder	D019958	Attention Deficit and Disruptive Behavior Disorders
umls:C0029124	Optic Atrophy	D009896	Optic Atrophy
umls:C0029125	Optic Atrophies, Hereditary	D015418	Optic Atrophies, Hereditary
umls:C0029128	Optic Disk Drusen	D015594	Optic Disk Drusen
umls:C0029132	Disorder of the optic nerve	D009901	Optic Nerve Diseases
umls:C0029134	Optic Neuritis	D009902	Optic Neuritis
umls:C0029166	Oral Manifestations	D009912	Oral Manifestations
umls:C0029172	Oral Submucous Fibrosis	D009914	Oral Submucous Fibrosis
umls:C0029182	orbit (eye disorders)	D009916	Orbital Diseases
umls:C0029191	Orchitis	D009920	Orchitis
umls:C0029291	Psittacosis	D009956	Psittacosis
umls:C0029294	Orofaciodigital Syndromes	D009958	Orofaciodigital Syndromes
umls:C0029295	Oropharyngeal Neoplasms	D009959	Oropharyngeal Neoplasms
umls:C0029342	Orthomyxoviridae Infections	D009976	Orthomyxoviridae Infections
umls:C0029396	Heterotopic Ossification	D009999	Ossification, Heterotopic
umls:C0029400	Osteitis	D010000	Osteitis
umls:C0029401	Osteitis Deformans	D010001	Osteitis Deformans
umls:C0029405	Osteitis Fibrosa Cystica	D010002	Osteitis Fibrosa Cystica
umls:C0029408	Degenerative polyarthritis	D010003	Osteoarthritis
umls:C0029410	Osteoarthritis of hip	D015207	Osteoarthritis, Hip
umls:C0029411	Osteoarthropathy, Primary Hypertrophic	D010004	Osteoarthropathy, Primary Hypertrophic
umls:C0029417	Osteoblastoma	D018215	Osteoblastoma
umls:C0029420	Osteochondritis	D010007	Osteochondritis
umls:C0029421	Osteochondritis Dissecans	D010008	Osteochondritis Dissecans
umls:C0029422	Osteochondrodysplasias	D010009	Osteochondrodysplasias
umls:C0029423	Cartilaginous exostosis	D015831	Osteochondroma
umls:C0029427	Synovial osteochondromatosis	D015838	Chondromatosis, Synovial
umls:C0029434	Osteogenesis Imperfecta	D010013	Osteogenesis Imperfecta
umls:C0029437	Idiopathic Multicentric Osteolyses	D010015	Osteolysis, Essential
umls:C0029440	Osteoma	D010016	Osteoma
umls:C0029443	Osteomyelitis	D010019	Osteomyelitis
umls:C0029445	Bone necrosis	D010020	Osteonecrosis
umls:C0029453	Osteopenia	D001851	Bone Diseases, Metabolic
umls:C0029454	Osteopetrosis	D010022	Osteopetrosis
umls:C0029455	Osteopoikilosis (disorder)	D010023	Osteopoikilosis
umls:C0029456	Osteoporosis	D010024	Osteoporosis
umls:C0029458	Osteoporosis, Postmenopausal	D015663	Osteoporosis, Postmenopausal
umls:C0029459	Osteoporosis, Senile	D010024	Osteoporosis
umls:C0029463	Osteosarcoma	D012516	Osteosarcoma
umls:C0029464	Osteosclerosis	D010026	Osteosclerosis
umls:C0029877	Ear Inflammation	D010031	Otitis
umls:C0029878	Otitis Externa	D010032	Otitis Externa
umls:C0029882	Otitis Media	D010033	Otitis Media
umls:C0029883	Otitis Media with Effusion	D010034	Otitis Media with Effusion
umls:C0029897	Otorhinolaryngologic Neoplasms	D010039	Otorhinolaryngologic Neoplasms
umls:C0029899	Otosclerosis	D010040	Otosclerosis
umls:C0029927	Ovarian Cysts	D010048	Ovarian Cysts
umls:C0029928	Ovarian Diseases	D010049	Ovarian Diseases
umls:C0029944	Drug Overdose	D062787	Drug Overdose
umls:C0030186	Paget Disease Extramammary	D010145	Paget Disease, Extramammary
umls:C0030193	Pain	D010146	Pain
umls:C0030200	Pain, Intractable	D010148	Pain, Intractable
umls:C0030201	Pain, Postoperative	D010149	Pain, Postoperative
umls:C0030232	Pallor	D010167	Pallor
umls:C0030246	Pustulosis of Palms and Soles	D011565	Psoriasis
umls:C0030283	Pancreatic Cyst	D010181	Pancreatic Cyst
umls:C0030286	Pancreatic Diseases	D010182	Pancreatic Diseases
umls:C0030297	Pancreatic Neoplasm	D010190	Pancreatic Neoplasms
umls:C0030299	Pancreatic Pseudocyst	D010192	Pancreatic Pseudocyst
umls:C0030305	Pancreatitis	D010195	Pancreatitis
umls:C0030312	Pancytopenia	D010198	Pancytopenia
umls:C0030319	Panic Disorder	D016584	Panic Disorder
umls:C0030326	Panniculitis	D015434	Panniculitis
umls:C0030328	Panniculitis, Nodular Nonsuppurative	D010201	Panniculitis, Nodular Nonsuppurative
umls:C0030343	Panuveitis	D015864	Panuveitis
umls:C0030353	Papilledema	D010211	Papilledema
umls:C0030354	Papilloma	D010212	Papilloma
umls:C0030360	Papillon-Lefevre Disease	D010214	Papillon-Lefevre Disease
umls:C0030389	Parainfluenza	D018184	Paramyxoviridae Infections
umls:C0030409	Paracoccidioidomycosis	D010229	Paracoccidioidomycosis
umls:C0030421	Paraganglioma	D010235	Paraganglioma
umls:C0030422	Extra-Adrenal Paraganglioma	D010236	Paraganglioma, Extra-Adrenal
umls:C0030424	Paragonimiasis	D010237	Paragonimiasis
umls:C0030436	Parakeratosis	D010241	Parakeratosis
umls:C0030442	Bulbar Palsy, Progressive	D010244	Bulbar Palsy, Progressive
umls:C0030443	Familial Periodic Paralysis	D010245	Paralyses, Familial Periodic
umls:C0030469	Paranasal Sinus Diseases	D010254	Paranasal Sinus Diseases
umls:C0030470	Paranasal Sinus Neoplasms	D010255	Paranasal Sinus Neoplasms
umls:C0030472	Paraneoplastic Syndromes	D010257	Paraneoplastic Syndromes
umls:C0030481	Tropical Spastic Paraparesis	D015493	Paraparesis, Tropical Spastic
umls:C0030486	Paraplegia	D010264	Paraplegia
umls:C0030489	Paraproteinemias	D010265	Paraproteinemias
umls:C0030491	Parapsoriasis	D010267	Parapsoriasis
umls:C0030499	Parasitic Diseases	D010272	Parasitic Diseases
umls:C0030508	Parasomnia	D020447	Parasomnias
umls:C0030517	Parathyroid Diseases	D010279	Parathyroid Diseases
umls:C0030521	Parathyroid Neoplasms	D010282	Parathyroid Neoplasms
umls:C0030524	Paratuberculosis	D010283	Paratuberculosis
umls:C0030528	Paratyphoid Fever	D010284	Paratyphoid Fever
umls:C0030552	Paresis	D010291	Paresis
umls:C0030554	Paresthesia	D010292	Paresthesia
umls:C0030567	Parkinson Disease	D010300	Parkinson Disease
umls:C0030569	Secondary Parkinson Disease	D010302	Parkinson Disease, Secondary
umls:C0030581	Parotid Neoplasms	D010307	Parotid Neoplasms
umls:C0030583	Parotitis	D010309	Parotitis
umls:C0030662	Gambling, Pathological	D005715	Gambling
umls:C0030779	Pelger-Huet Anomaly	D010381	Pelger-Huet Anomaly
umls:C0030781	Peliosis Hepatis	D010382	Peliosis Hepatis
umls:C0030783	Pellagra	D010383	Pellagra
umls:C0030794	Pelvic Pain	D017699	Pelvic Pain
umls:C0030804	Pemphigoid, Benign Mucous Membrane	D010390	Pemphigoid, Benign Mucous Membrane
umls:C0030805	Bullous pemphigoid	D010391	Pemphigoid, Bullous
umls:C0030807	Pemphigus	D010392	Pemphigus
umls:C0030809	Pemphigus Vulgaris	D010392	Pemphigus
umls:C0030846	Penile Diseases	D010409	Penile Diseases
umls:C0030848	Peyronie Disease	D010411	Penile Induration
umls:C0030849	Penile Neoplasms	D010412	Penile Neoplasms
umls:C0030920	Peptic Ulcer	D010437	Peptic Ulcer
umls:C0030922	Peptic Ulcer Hemorrhage	D010438	Peptic Ulcer Hemorrhage
umls:C0030975	Perceptual Disorders	D010468	Perceptual Disorders
umls:C0031022	Chronic periaortitis	D012185	Retroperitoneal Fibrosis
umls:C0031028	Periapical Diseases	D010483	Periapical Diseases
umls:C0031029	Periapical Granuloma	D010484	Periapical Granuloma
umls:C0031030	Periapical Periodontitis	D010485	Periapical Periodontitis
umls:C0031036	Polyarteritis Nodosa	D010488	Polyarteritis Nodosa
umls:C0031039	Pericardial effusion	D010490	Pericardial Effusion
umls:C0031046	Pericarditis	D010493	Pericarditis
umls:C0031048	Pericarditis, Constrictive	D010494	Pericarditis, Constrictive
umls:C0031069	Familial Mediterranean Fever	D010505	Familial Mediterranean Fever
umls:C0031090	Periodontal Diseases	D010510	Periodontal Diseases
umls:C0031094	Periodontal Pocket	D010514	Periodontal Pocket
umls:C0031099	Periodontitis	D010518	Periodontitis
umls:C0031106	Periodontitis, Juvenile	D010520	Aggressive Periodontitis
umls:C0031111	Periostitis	D010522	Periostitis
umls:C0031117	Peripheral Neuropathy	D010523	Peripheral Nervous System Diseases
umls:C0031118	Peripheral Nervous System Neoplasms	D010524	Peripheral Nervous System Neoplasms
umls:C0031142	Peritoneal Diseases	D010532	Peritoneal Diseases
umls:C0031149	Peritoneal Neoplasms	D010534	Peritoneal Neoplasms
umls:C0031154	Peritonitis	D010538	Peritonitis
umls:C0031157	Peritonsillar Abscess	D000039	Peritonsillar Abscess
umls:C0031190	Persistent Fetal Circulation Syndrome	D010547	Persistent Fetal Circulation Syndrome
umls:C0031212	Personality Disorders	D010554	Personality Disorders
umls:C0031256	Petechiae	D011693	Purpura
umls:C0031269	Peutz-Jeghers Syndrome	D010580	Peutz-Jeghers Syndrome
umls:C0031306	Phagocyte Bactericidal Dysfunction	D010585	Phagocyte Bactericidal Dysfunction
umls:C0031345	Pharyngeal Diseases	D010608	Pharyngeal Diseases
umls:C0031347	Pharyngeal Neoplasms	D010610	Pharyngeal Neoplasms
umls:C0031350	Pharyngitis	D010612	Pharyngitis
umls:C0031391	Phencyclidine Abuse	D010623	Phencyclidine Abuse
umls:C0031485	Phenylketonurias	D010661	Phenylketonurias
umls:C0031511	Pheochromocytoma	D010673	Pheochromocytoma
umls:C0031526	Philadelphia Chromosome	D010677	Philadelphia Chromosome
umls:C0031538	Phimosis	D010688	Phimosis
umls:C0031542	Phlebitis	D010689	Phlebitis
umls:C0031572	Phobia, Social	D010698	Phobic Disorders
umls:C0031575	Phocomelia	D004480	Ectromelia
umls:C0031762	Photosensitivity Disorders	D010787	Photosensitivity Disorders
umls:C0031873	Pica Disease	D010842	Pica
umls:C0031880	Obesity Hypoventilation Syndrome	D010845	Obesity Hypoventilation Syndrome
umls:C0031887	Picornaviridae Infections	D010850	Picornaviridae Infections
umls:C0031900	Pierre Robin Syndrome	D010855	Pierre Robin Syndrome
umls:C0031903	Pigeon Breeder's Lung	D001716	Bird Fancier's Lung
umls:C0031941	Pineal Gland Neoplasm	D010871	Pinealoma
umls:C0032000	Pituitary Adenoma	D010911	Pituitary Neoplasms
umls:C0032001	Pituitary Apoplexy	D010899	Pituitary Apoplexy
umls:C0032002	Pituitary Diseases	D010900	Pituitary Diseases
umls:C0032019	Pituitary Neoplasms	D010911	Pituitary Neoplasms
umls:C0032026	Pityriasis Rosea	D017515	Pityriasis Rosea
umls:C0032027	Pityriasis Rubra Pilaris	D010916	Pityriasis Rubra Pilaris
umls:C0032044	Placenta Accreta	D010921	Placenta Accreta
umls:C0032045	Placenta Disorders	D010922	Placenta Diseases
umls:C0032051	Placental Insufficiency	D010927	Placental Insufficiency
umls:C0032064	Plague	D010930	Plague
umls:C0032131	Plasmacytoma	D010954	Plasmacytoma
umls:C0032197	Platelet Storage Pool Deficiency	D010981	Platelet Storage Pool Deficiency
umls:C0032226	Pleural Diseases	D010995	Pleural Diseases
umls:C0032227	Pleural effusion disorder	D010996	Pleural Effusion
umls:C0032229	Pleural Neoplasms	D010997	Pleural Neoplasms
umls:C0032231	Pleurisy	D010998	Pleurisy
umls:C0032241	Pleuropneumonia	D011001	Pleuropneumonia
umls:C0032269	Pneumococcal Infections	D011008	Pneumococcal Infections
umls:C0032273	Pneumoconiosis	D011009	Pneumoconiosis
umls:C0032285	Pneumonia	D011014	Pneumonia
umls:C0032290	Aspiration Pneumonia	D011015	Pneumonia, Aspiration
umls:C0032300	Lobar Pneumonia	D011014	Pneumonia
umls:C0032302	Mycoplasma pneumonia	D011019	Pneumonia, Mycoplasma
umls:C0032308	Staphylococcal Pneumonia	D011023	Pneumonia, Staphylococcal
umls:C0032310	Pneumonia, Viral	D011024	Pneumonia, Viral
umls:C0032320	Pneumoperitoneum	D011027	Pneumoperitoneum
umls:C0032326	Pneumothorax	D011030	Pneumothorax
umls:C0032339	Rothmund-Thomson syndrome	D011038	Rothmund-Thomson Syndrome
umls:C0032357	Poland Syndrome	D011045	Poland Syndrome
umls:C0032371	Poliomyelitis	D011051	Poliomyelitis
umls:C0032453	Polychondritis, Relapsing	D011081	Polychondritis, Relapsing
umls:C0032460	Polycystic Ovary Syndrome	D011085	Polycystic Ovary Syndrome
umls:C0032461	Polycythemia	D011086	Polycythemia
umls:C0032463	Polycythemia Vera	D011087	Polycythemia Vera
umls:C0032533	Polymyalgia Rheumatica	D011111	Polymyalgia Rheumatica
umls:C0032541	Polyneuritis	D009443	Neuritis
umls:C0032578	Polyploidy	D011123	Polyploidy
umls:C0032580	Adenomatous Polyposis Coli	D011125	Adenomatous Polyposis Coli
umls:C0032584	polyps	D011127	Polyps
umls:C0032617	Polyuria	D011141	Polyuria
umls:C0032708	Disorders of Porphyrin Metabolism	D011164	Porphyrias
umls:C0032768	Postherpetic neuralgia	D051474	Neuralgia, Postherpetic
umls:C0032780	Postmortem Changes	D011180	Postmortem Changes
umls:C0032787	Postoperative Complications	D011183	Postoperative Complications
