#  DisGeNET, a discovery platform for human diseases and their genes - http://disgenet.org/
#   Copyright 2010-2016 
#  
# Use is subject to the terms at http://www.disgenet.org/ds/DisGeNET/html/legal.html
# These terms include:
# 
#   1. The DisGeNET database and Knowledge discovery platform are provided to advance 
#       the knowledge about human diseases and their associated genes, 
#       and are intended to be used only for research and education. 
#
#   2. All forms of publication (e.g., web sites, research papers, databases,
#       software applications, etc.) that use or rely on DisGeNET data must cite DisGeNET.
#       Citation guidelines: http://www.disgenet.org/ds/DisGeNET/html/citation.html
# 
# 
# More information at: http://www.disgenet.org/web/DisGeNET/menu/downloads
# 
# This file corresponds to DisGeNET v4.0 (created on Jun 07 2016)
#
# If you have any further questions, please email us at support@disgenet.org
# 
diseaseId	geneId	score	geneName	description	diseaseName	sourceId	NofPmids	NofSnps
umls:C0007959	4747	0.133059004424847	NEFL	neurofilament, light polypeptide	Charcot-Marie-Tooth Disease	CLINVAR	20	3
umls:C0007959	5376	0.183071660367731	PMP22	peripheral myelin protein 22	Charcot-Marie-Tooth Disease	CTD_human	175	4
umls:C0007959	5428	0.12027144187208	POLG	polymerase (DNA directed), gamma	Charcot-Marie-Tooth Disease	CLINVAR	1	2
umls:C0007959	54332	0.152818179259917	GDAP1	ganglioside induced differentiation associated protein 1	Charcot-Marie-Tooth Disease	CLINVAR	63	4
umls:C0007959	59341	0.241085767488321	TRPV4	transient receptor potential cation channel, subfamily V, member 4	Charcot-Marie-Tooth Disease	CLINVAR,CTD_human	5	4
umls:C0007959	6305	0.120542883744161	SBF1	SET binding factor 1	Charcot-Marie-Tooth Disease	CLINVAR	2	1
umls:C0007959	65055	0.12	REEP1	receptor accessory protein 1	Charcot-Marie-Tooth Disease	CLINVAR	0	1
umls:C0007959	79628	0.123528744337044	SH3TC2	SH3 domain and tetratricopeptide repeats 2	Charcot-Marie-Tooth Disease	CLINVAR	13	4
umls:C0007959	81857	0.12027144187208	MED25	mediator complex subunit 25	Charcot-Marie-Tooth Disease	CLINVAR	1	1
umls:C0007959	90678	0.121085767488321	LRSAM1	leucine rich repeat and sterile alpha motif containing 1	Charcot-Marie-Tooth Disease	CLINVAR	4	2
umls:C0007959	91137	0.12	SLC25A46	solute carrier family 25, member 46	Charcot-Marie-Tooth Disease	CTD_human	1	0
umls:C0007959	9639	0.12027144187208	ARHGEF10	Rho guanine nucleotide exchange factor (GEF) 10	Charcot-Marie-Tooth Disease	CLINVAR	1	1
umls:C0007959	9896	0.121900093104562	FIG4	FIG4 phosphoinositide 5-phosphatase	Charcot-Marie-Tooth Disease	CTD_human	7	0
umls:C0007959	9927	0.145112067406555	MFN2	mitofusin 2	Charcot-Marie-Tooth Disease	CLINVAR	57	2
umls:C0007965	1130	0.648153187684073	LYST	lysosomal trafficking regulator	Chediak-Higashi Syndrome	CLINVAR,CTD_human,ORPHANET,UNIPROT	21	41
umls:C0008029	6452	0.570596164532796	SH3BP2	SH3-domain binding protein 2	Cherubism	CLINVAR,CTD_human,ORPHANET,UNIPROT	29	4
umls:C0008031	1392	0.12	CRH	corticotropin releasing hormone	Chest Pain	CTD_human	1	0
umls:C0008073	10617	0.12	STAMBP	STAM binding protein	Developmental Disabilities	CTD_human	1	0
umls:C0008073	11284	0.12	PNKP	polynucleotide kinase 3\'-phosphatase	Developmental Disabilities	CTD_human	1	0
umls:C0008073	1137	0.12	CHRNA4	cholinergic receptor, nicotinic, alpha 4 (neuronal)	Developmental Disabilities	CTD_human	1	0
umls:C0008073	152330	0.12	CNTN4	contactin 4	Developmental Disabilities	CTD_human	1	0
umls:C0008073	1813	0.12	DRD2	dopamine receptor D2	Developmental Disabilities	CTD_human	1	0
umls:C0008073	3785	0.12	KCNQ2	potassium channel, voltage gated KQT-like subfamily Q, member 2	Developmental Disabilities	CTD_human	1	0
umls:C0008073	4036	0.12	LRP2	low density lipoprotein receptor-related protein 2	Developmental Disabilities	CTD_human	1	0
umls:C0008073	4204	0.121900093104562	MECP2	methyl CpG binding protein 2	Developmental Disabilities	CTD_human	8	0
umls:C0008073	4915	0.12	NTRK2	neurotrophic tyrosine kinase, receptor, type 2	Developmental Disabilities	CTD_human	1	0
umls:C0008073	5376	0.12	PMP22	peripheral myelin protein 22	Developmental Disabilities	CTD_human	1	0
umls:C0008073	55738	0.12	ARFGAP1	ADP-ribosylation factor GTPase activating protein 1	Developmental Disabilities	CTD_human	1	0
umls:C0008073	5728	0.12027144187208	PTEN	phosphatase and tensin homolog	Developmental Disabilities	CTD_human	4	0
umls:C0008073	57582	0.12	KCNT1	potassium channel, sodium activated subfamily T, member 1	Developmental Disabilities	CTD_human	1	0
umls:C0008073	6513	0.12	SLC2A1	solute carrier family 2 (facilitated glucose transporter), member 1	Developmental Disabilities	CTD_human	3	0
umls:C0008073	6535	0.12027144187208	SLC6A8	solute carrier family 6 (neurotransmitter transporter), member 8	Developmental Disabilities	CTD_human	2	0
umls:C0008073	81704	0.12027144187208	DOCK8	dedicator of cytokinesis 8	Developmental Disabilities	CTD_human	1	0
umls:C0008073	85358	0.12027144187208	SHANK3	SH3 and multiple ankyrin repeat domains 3	Developmental Disabilities	CTD_human	2	0
umls:C0008073	867	0.12027144187208	CBL	Cbl proto-oncogene, E3 ubiquitin protein ligase	Developmental Disabilities	CTD_human	1	0
umls:C0008073	8671	0.12	SLC4A4	solute carrier family 4 (sodium bicarbonate cotransporter), member 4	Developmental Disabilities	CTD_human	1	0
umls:C0008073	9197	0.12	SLC33A1	solute carrier family 33 (acetyl-CoA transporter), member 1	Developmental Disabilities	CTD_human	1	0
umls:C0008074	10319	0.12	LAMC3	laminin, gamma 3	Child Development Disorders, Pervasive	CTD_human	1	0
umls:C0008074	10743	0.12	RAI1	retinoic acid induced 1	Child Development Disorders, Pervasive	CTD_human	1	0
umls:C0008074	11141	0.12	IL1RAPL1	interleukin 1 receptor accessory protein-like 1	Child Development Disorders, Pervasive	CTD_human	1	0
umls:C0008074	1153	0.12	CIRBP	cold inducible RNA binding protein	Child Development Disorders, Pervasive	CTD_human	1	0
umls:C0008074	139411	0.12	PTCHD1	patched domain containing 1	Child Development Disorders, Pervasive	CTD_human	2	0
umls:C0008074	151531	0.12	UPP2	uridine phosphorylase 2	Child Development Disorders, Pervasive	CTD_human	1	0
umls:C0008074	1718	0.12	DHCR24	24-dehydrocholesterol reductase	Child Development Disorders, Pervasive	CTD_human	1	0
umls:C0008074	1734	0.12	DIO2	deiodinase, iodothyronine, type II	Child Development Disorders, Pervasive	CTD_human	1	0
umls:C0008074	1735	0.12	DIO3	deiodinase, iodothyronine, type III	Child Development Disorders, Pervasive	CTD_human	1	0
umls:C0008074	1742	0.12	DLG4	discs, large homolog 4 (Drosophila)	Child Development Disorders, Pervasive	CTD_human	1	0
umls:C0008074	1745	0.12	DLX1	distal-less homeobox 1	Child Development Disorders, Pervasive	CTD_human	1	0
umls:C0008074	1804	0.12	DPP6	dipeptidyl-peptidase 6	Child Development Disorders, Pervasive	CTD_human	2	0
umls:C0008074	1806	0.12	DPYD	dihydropyrimidine dehydrogenase	Child Development Disorders, Pervasive	CTD_human	2	0
umls:C0008074	1815	0.12	DRD4	dopamine receptor D4	Child Development Disorders, Pervasive	CTD_human	1	0
umls:C0008074	205428	0.12	C3orf58	chromosome 3 open reading frame 58	Child Development Disorders, Pervasive	CTD_human	1	0
umls:C0008074	23462	0.12	HEY1	hes-related family bHLH transcription factor with YRPW motif 1	Child Development Disorders, Pervasive	CTD_human	1	0
umls:C0008074	2562	0.12	GABRB3	gamma-aminobutyric acid (GABA) A receptor, beta 3	Child Development Disorders, Pervasive	CTD_human	1	0
umls:C0008074	26047	0.12	CNTNAP2	contactin associated protein-like 2	Child Development Disorders, Pervasive	CTD_human	4	0
umls:C0008074	27086	0.12	FOXP1	forkhead box P1	Child Development Disorders, Pervasive	CTD_human	1	0
umls:C0008074	2904	0.12	GRIN2B	glutamate receptor, ionotropic, N-methyl D-aspartate 2B	Child Development Disorders, Pervasive	CTD_human	1	0
umls:C0008074	29123	0.12	ANKRD11	ankyrin repeat domain 11	Child Development Disorders, Pervasive	CTD_human	1	0
umls:C0008074	2969	0.12	GTF2I	general transcription factor IIi	Child Development Disorders, Pervasive	CTD_human	1	0
umls:C0008074	3077	0.12	HFE	hemochromatosis	Child Development Disorders, Pervasive	CTD_human	1	0
umls:C0008074	347731	0.12	LRRTM3	leucine rich repeat transmembrane neuronal 3	Child Development Disorders, Pervasive	CTD_human	1	0
umls:C0008074	3690	0.12	ITGB3	integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)	Child Development Disorders, Pervasive	CTD_human	1	0
umls:C0008074	3720	0.12	JARID2	jumonji, AT rich interactive domain 2	Child Development Disorders, Pervasive	CTD_human	1	0
umls:C0008074	4204	0.12	MECP2	methyl CpG binding protein 2	Child Development Disorders, Pervasive	CTD_human	1	0
umls:C0008074	4208	0.12	MEF2C	myocyte enhancer factor 2C	Child Development Disorders, Pervasive	CTD_human	1	0
umls:C0008074	4543	0.12	MTNR1A	melatonin receptor 1A	Child Development Disorders, Pervasive	CTD_human	1	0
umls:C0008074	4544	0.12	MTNR1B	melatonin receptor 1B	Child Development Disorders, Pervasive	CTD_human	1	0
umls:C0008074	4923	0.12	NTSR1	neurotensin receptor 1 (high affinity)	Child Development Disorders, Pervasive	CTD_human	1	0
umls:C0008074	5021	0.12	OXTR	oxytocin receptor	Child Development Disorders, Pervasive	CTD_human	1	0
umls:C0008074	5101	0.12	PCDH9	protocadherin 9	Child Development Disorders, Pervasive	CTD_human	1	0
umls:C0008074	54221	0.12	SNTG2	syntrophin, gamma 2	Child Development Disorders, Pervasive	CTD_human	1	0
umls:C0008074	54674	0.12	LRRN3	leucine rich repeat neuronal 3	Child Development Disorders, Pervasive	CTD_human	1	0
umls:C0008074	552	0.12	AVPR1A	arginine vasopressin receptor 1A	Child Development Disorders, Pervasive	CTD_human	1	0
umls:C0008074	5649	0.12	RELN	reelin	Child Development Disorders, Pervasive	CTD_human	1	0
umls:C0008074	57496	0.12	MKL2	MKL/myocardin-like 2	Child Development Disorders, Pervasive	CTD_human	1	0
umls:C0008074	57502	0.12	NLGN4X	neuroligin 4, X-linked	Child Development Disorders, Pervasive	CTD_human	1	0
umls:C0008074	57628	0.12	DPP10	dipeptidyl-peptidase 10 (non-functional)	Child Development Disorders, Pervasive	CTD_human	1	0
umls:C0008074	57680	0.12	CHD8	chromodomain helicase DNA binding protein 8	Child Development Disorders, Pervasive	CTD_human	1	0
umls:C0008074	619554	0.12	MIR486-1	microRNA 486-1	Child Development Disorders, Pervasive	CTD_human	1	0
umls:C0008074	6262	0.12	RYR2	ryanodine receptor 2 (cardiac)	Child Development Disorders, Pervasive	CTD_human	1	0
umls:C0008074	627	0.12	BDNF	brain-derived neurotrophic factor	Child Development Disorders, Pervasive	CTD_human	1	0
umls:C0008074	6323	0.12	SCN1A	sodium channel, voltage gated, type I alpha subunit	Child Development Disorders, Pervasive	CTD_human	1	0
umls:C0008074	6433	0.12	SFSWAP	splicing factor, suppressor of white-apricot family	Child Development Disorders, Pervasive	CTD_human	1	0
umls:C0008074	6567	0.12	SLC16A2	solute carrier family 16, member 2 (thyroid hormone transporter)	Child Development Disorders, Pervasive	CTD_human	1	0
umls:C0008074	6660	0.12	SOX5	SRY (sex determining region Y)-box 5	Child Development Disorders, Pervasive	CTD_human	1	0
umls:C0008074	6662	0.12	SOX9	SRY (sex determining region Y)-box 9	Child Development Disorders, Pervasive	CTD_human	1	0
umls:C0008074	6907	0.12	TBL1X	transducin (beta)-like 1X-linked	Child Development Disorders, Pervasive	CTD_human	1	0
umls:C0008074	79742	0.12	CXorf36	chromosome X open reading frame 36	Child Development Disorders, Pervasive	CTD_human	2	0
umls:C0008074	85358	0.12	SHANK3	SH3 and multiple ankyrin repeat domains 3	Child Development Disorders, Pervasive	CTD_human	2	0
umls:C0008074	9248	0.12	GPR50	G protein-coupled receptor 50	Child Development Disorders, Pervasive	CTD_human	1	0
umls:C0008074	9378	0.12	NRXN1	neurexin 1	Child Development Disorders, Pervasive	CTD_human	1	0
umls:C0008074	9379	0.12	NRXN2	neurexin 2	Child Development Disorders, Pervasive	CTD_human	1	0
umls:C0008074	95681	0.12	CEP41	centrosomal protein 41kDa	Child Development Disorders, Pervasive	CTD_human	1	0
umls:C0008149	3458	0.123181357594843	IFNG	interferon, gamma	Chlamydia Infections	CTD_human	5	0
umls:C0008149	7124	0.125819831445525	TNF	tumor necrosis factor	Chlamydia Infections	CTD_human	7	0
umls:C0008311	5244	0.12	ABCB4	ATP-binding cassette, sub-family B (MDR/TAP), member 4	Cholangitis	CTD_human	1	0
umls:C0008312	101928376	0.12	IL12A-AS1	IL12A antisense RNA 1	Primary biliary cirrhosis	GWASCAT	3	2
umls:C0008312	10665	0.122367031978602	C6orf10	chromosome 6 open reading frame 10	Primary biliary cirrhosis	GWASCAT	1	1
umls:C0008312	22806	0.122638473850682	IKZF3	IKAROS family zinc finger 3 (Aiolos)	Primary biliary cirrhosis	GWASCAT	3	2
umls:C0008312	23228	0.12	PLCL2	phospholipase C-like 2	Primary biliary cirrhosis	GWASCAT	1	1
umls:C0008312	23274	0.12027144187208	CLEC16A	C-type lectin domain family 16, member A	Primary biliary cirrhosis	GWASCAT	2	1
umls:C0008312	23534	0.240814325616241	TNPO3	transportin 3	Primary biliary cirrhosis	GWASCAT,ORPHANET	6	2
umls:C0008312	3592	0.122909915722763	IL12A	interleukin 12A	Primary biliary cirrhosis	ORPHANET	2	1
umls:C0008312	3594	0.12	IL12RB1	interleukin 12 receptor, beta 1	Primary biliary cirrhosis	ORPHANET	0	0
umls:C0008312	3595	0.122638473850682	IL12RB2	interleukin 12 receptor, beta 2	Primary biliary cirrhosis	GWASCAT	2	1
umls:C0008312	3663	0.121085767488321	IRF5	interferon regulatory factor 5	Primary biliary cirrhosis	ORPHANET	4	0
umls:C0008312	4664	0.12	NAB1	NGFI-A binding protein 1 (EGR1 binding protein 1)	Primary biliary cirrhosis	GWASCAT	1	1
umls:C0008312	51300	0.12	TIMMDC1	translocase of inner mitochondrial membrane domain containing 1	Primary biliary cirrhosis	GWASCAT	2	1
umls:C0008312	5450	0.12027144187208	POU2AF1	POU class 2 associating factor 1	Primary biliary cirrhosis	ORPHANET	1	0
umls:C0008312	5890	0.12	RAD51B	RAD51 paralog B	Primary biliary cirrhosis	GWASCAT	1	1
umls:C0008312	6689	0.240542883744161	SPIB	Spi-B transcription factor (Spi-1/PU.1 related)	Primary biliary cirrhosis	GWASCAT,ORPHANET	4	1
umls:C0008312	6775	0.121085767488321	STAT4	signal transducer and activator of transcription 4	Primary biliary cirrhosis	GWASCAT	4	1
umls:C0008312	7132	0.12	TNFRSF1A	tumor necrosis factor receptor superfamily, member 1A	Primary biliary cirrhosis	GWASCAT	1	1
umls:C0008312	730109	0.12	LINC01100	long intergenic non-protein coding RNA 1100	Primary biliary cirrhosis	GWASCAT	1	1
umls:C0008312	79258	0.12027144187208	MMEL1	membrane metallo-endopeptidase-like 1	Primary biliary cirrhosis	ORPHANET	1	0
umls:C0008312	84961	0.12	FBXL20	F-box and leucine-rich repeat protein 20	Primary biliary cirrhosis	GWASCAT	1	1
umls:C0008312	8986	0.12	RPS6KA4	ribosomal protein S6 kinase, 90kDa, polypeptide 4	Primary biliary cirrhosis	GWASCAT	1	1
umls:C0008312	9844	0.12	ELMO1	engulfment and cell motility 1	Primary biliary cirrhosis	GWASCAT	1	1
umls:C0008312	9966	0.240814325616241	TNFSF15	tumor necrosis factor (ligand) superfamily, member 15	Primary biliary cirrhosis	GWASCAT,ORPHANET	3	1
umls:C0008313	10018	0.122367031978602	BCL2L11	BCL2-like 11 (apoptosis facilitator)	Cholangitis, Sclerosing	CTD_human	1	1
umls:C0008313	3091	0.12	HIF1A	hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)	Cholangitis, Sclerosing	CTD_human	1	0
umls:C0008313	4485	0.122909915722763	MST1	macrophage stimulating 1 (hepatocyte growth factor-like)	Cholangitis, Sclerosing	CTD_human	3	1
umls:C0008313	4843	0.12	NOS2	nitric oxide synthase 2, inducible	Cholangitis, Sclerosing	CTD_human	1	0
umls:C0008313	5244	0.123181357594843	ABCB4	ATP-binding cassette, sub-family B (MDR/TAP), member 4	Cholangitis, Sclerosing	CTD_human	4	0
umls:C0008325	5244	0.12	ABCB4	ATP-binding cassette, sub-family B (MDR/TAP), member 4	Cholecystitis	CLINVAR	0	6
umls:C0008350	374569	0.12	ASPG	asparaginase	Cholelithiasis	CTD_human	1	0
umls:C0008350	64240	0.132453988507291	ABCG5	ATP-binding cassette, sub-family G (WHITE), member 5	Cholelithiasis	GWASCAT	12	6
umls:C0008350	64241	0.148827715355546	ABCG8	ATP-binding cassette, sub-family G (WHITE), member 8	Cholelithiasis	GWASCAT	19	9
umls:C0008370	100126309	0.12	MIR875	microRNA 875	Cholestasis	CTD_human	1	0
umls:C0008370	10062	0.12	NR1H3	nuclear receptor subfamily 1, group H, member 3	Cholestasis	CTD_human	1	0
umls:C0008370	123264	0.122995792114547	SLC51B	solute carrier family 51, beta subunit	Cholestasis	CTD_human	3	0
umls:C0008370	1244	0.201628651232482	ABCC2	ATP-binding cassette, sub-family C (CFTR/MRP), member 2	Cholestasis	CTD_human	11	0
umls:C0008370	1432	0.12	MAPK14	mitogen-activated protein kinase 14	Cholestasis	CTD_human	1	0
umls:C0008370	1581	0.120814325616241	CYP7A1	cytochrome P450, family 7, subfamily A, polypeptide 1	Cholestasis	CTD_human	5	0
umls:C0008370	1582	0.12	CYP8B1	cytochrome P450, family 8, subfamily B, polypeptide 1	Cholestasis	CTD_human	1	0
umls:C0008370	1593	0.12027144187208	CYP27A1	cytochrome P450, family 27, subfamily A, polypeptide 1	Cholestasis	CTD_human	1	0
umls:C0008370	1728	0.12	NQO1	NAD(P)H dehydrogenase, quinone 1	Cholestasis	CTD_human	1	0
umls:C0008370	1958	0.12027144187208	EGR1	early growth response 1	Cholestasis	CTD_human	2	0
umls:C0008370	200931	0.122995792114547	SLC51A	solute carrier family 51, alpha subunit	Cholestasis	CTD_human	3	0
umls:C0008370	2243	0.12	FGA	fibrinogen alpha chain	Cholestasis	CTD_human	1	0
umls:C0008370	2920	0.12	CXCL2	chemokine (C-X-C motif) ligand 2	Cholestasis	CTD_human	1	0
umls:C0008370	3383	0.12	ICAM1	intercellular adhesion molecule 1	Cholestasis	CTD_human	1	0
umls:C0008370	3479	0.20027144187208	IGF1	insulin-like growth factor 1 (somatomedin C)	Cholestasis	CTD_human	3	0
umls:C0008370	3569	0.12	IL6	interleukin 6	Cholestasis	CTD_human	1	0
umls:C0008370	3576	0.12	CXCL8	chemokine (C-X-C motif) ligand 8	Cholestasis	CTD_human	1	0
umls:C0008370	406884	0.12	MIRLET7B	microRNA let-7b	Cholestasis	CTD_human	1	0
umls:C0008370	406891	0.12	MIRLET7I	microRNA let-7i	Cholestasis	CTD_human	1	0
umls:C0008370	406920	0.12027144187208	MIR130B	microRNA 130b	Cholestasis	CTD_human	2	0
umls:C0008370	406961	0.12	MIR185	microRNA 185	Cholestasis	CTD_human	1	0
umls:C0008370	406965	0.12	MIR190A	microRNA 190a	Cholestasis	CTD_human	1	0
umls:C0008370	407000	0.12	MIR218-1	microRNA 218-1	Cholestasis	CTD_human	1	0
umls:C0008370	407012	0.12	MIR24-1	microRNA 24-1	Cholestasis	CTD_human	1	0
umls:C0008370	407019	0.12	MIR27B	microRNA 27b	Cholestasis	CTD_human	1	0
umls:C0008370	407055	0.12	MIR99A	microRNA 99a	Cholestasis	CTD_human	1	0
umls:C0008370	442905	0.12	MIR337	microRNA 337	Cholestasis	CTD_human	1	0
umls:C0008370	4780	0.12	NFE2L2	nuclear factor, erythroid 2-like 2	Cholestasis	CTD_human	1	0
umls:C0008370	4843	0.12	NOS2	nitric oxide synthase 2, inducible	Cholestasis	CTD_human	2	0
umls:C0008370	494323	0.12	MIR361	microRNA 361	Cholestasis	CTD_human	1	0
umls:C0008370	494326	0.12	MIR377	microRNA 377	Cholestasis	CTD_human	1	0
umls:C0008370	5054	0.12	SERPINE1	serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1	Cholestasis	CTD_human	1	0
umls:C0008370	5173	0.12	PDYN	prodynorphin	Cholestasis	CTD_human	1	0
umls:C0008370	5265	0.120814325616241	SERPINA1	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 1	Cholestasis	CTD_human	4	0
umls:C0008370	5443	0.12027144187208	POMC	proopiomelanocortin	Cholestasis	CTD_human	2	0
umls:C0008370	5603	0.12	MAPK13	mitogen-activated protein kinase 13	Cholestasis	CTD_human	1	0
umls:C0008370	5962	0.12	RDX	radixin	Cholestasis	CTD_human	1	0
umls:C0008370	5970	0.12	RELA	v-rel avian reticuloendotheliosis viral oncogene homolog A	Cholestasis	CTD_human	1	0
umls:C0008370	6354	0.12	CCL7	chemokine (C-C motif) ligand 7	Cholestasis	CTD_human	1	0
umls:C0008370	644	0.12	BLVRA	biliverdin reductase A	Cholestasis	CTD_human	1	0
umls:C0008370	6615	0.12	SNAI1	snail family zinc finger 1	Cholestasis	CTD_human	1	0
umls:C0008370	693121	0.12	MIR411	microRNA 411	Cholestasis	CTD_human	1	0
umls:C0008370	7124	0.12027144187208	TNF	tumor necrosis factor	Cholestasis	CTD_human	2	0
umls:C0008370	7376	0.12	NR1H2	nuclear receptor subfamily 1, group H, member 2	Cholestasis	CTD_human	1	0
umls:C0008370	7412	0.12	VCAM1	vascular cell adhesion molecule 1	Cholestasis	CTD_human	1	0
umls:C0008370	80270	0.12	HSD3B7	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7	Cholestasis	CTD_human	1	0
umls:C0008370	8647	0.213420203863774	ABCB11	ATP-binding cassette, sub-family B (MDR/TAP), member 11	Cholestasis	CTD_human	37	1
umls:C0008370	8714	0.200542883744161	ABCC3	ATP-binding cassette, sub-family C (CFTR/MRP), member 3	Cholestasis	CTD_human	4	0
umls:C0008370	9002	0.12	F2RL3	coagulation factor II (thrombin) receptor-like 3	Cholestasis	CTD_human	1	0
umls:C0008370	9420	0.12	CYP7B1	cytochrome P450, family 7, subfamily B, polypeptide 1	Cholestasis	CTD_human	1	0
umls:C0008370	9962	0.12	SLC23A2	solute carrier family 23 (ascorbic acid transporter), member 2	Cholestasis	CTD_human	1	0
umls:C0008370	9963	0.12	SLC23A1	solute carrier family 23 (ascorbic acid transporter), member 1	Cholestasis	CTD_human	1	0
umls:C0008370	9971	0.124624443347029	NR1H4	nuclear receptor subfamily 1, group H, member 4	Cholestasis	CTD_human	10	0
umls:C0008372	1174	0.12	AP1S1	adaptor-related protein complex 1, sigma 1 subunit	Intrahepatic Cholestasis	CTD_human	1	0
umls:C0008372	1958	0.12	EGR1	early growth response 1	Intrahepatic Cholestasis	CTD_human	2	0
umls:C0008372	4094	0.12	MAF	v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog	Intrahepatic Cholestasis	CTD_human	1	0
umls:C0008372	4097	0.12	MAFG	v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog G	Intrahepatic Cholestasis	CTD_human	1	0
umls:C0008372	5205	0.121357209360402	ATP8B1	ATPase, aminophospholipid transporter, class I, type 8B, member 1	Intrahepatic Cholestasis	CTD_human	6	0
umls:C0008372	8647	0.140441473754398	ABCB11	ATP-binding cassette, sub-family B (MDR/TAP), member 11	Intrahepatic Cholestasis	CTD_human	15	0
umls:C0008372	9414	0.12	TJP2	tight junction protein 2	Intrahepatic Cholestasis	CTD_human	1	0
umls:C0008384	3988	0.132138939373493	LIPA	lipase A, lysosomal acid, cholesterol esterase	Cholesterol Ester Storage Disease	CTD_human	37	0
umls:C0008441	3021	0.120814325616241	H3F3B	H3 histone, family 3B (H3.3B)	Chondroblastoma	CTD_human	3	0
umls:C0008479	1280	0.120542883744161	COL2A1	collagen, type II, alpha 1	Chondrosarcoma	CTD_human	2	0
umls:C0008479	2131	0.489248886694059	EXT1	exostosin glycosyltransferase 1	Chondrosarcoma	CLINVAR,CTD_human,ORPHANET,UNIPROT	15	1
umls:C0008487	121775	0.12	CHDM	Chordoma	Chordoma	CTD_human	0	0
umls:C0008487	6862	0.242724350242467	T	T, brachyury homolog (mouse)	Chordoma	CTD_human,ORPHANET	3	0
umls:C0008489	7080	0.123538675858708	NKX2-1	NK2 homeobox 1	Chorea	CTD_human	4	0
umls:C0008489	9254	0.12	CACNA2D2	calcium channel, voltage-dependent, alpha 2/delta subunit 2	Chorea	CTD_human	1	0
umls:C0008495	3552	0.122367031978602	IL1A	interleukin 1, alpha	Chorioamnionitis	CTD_human	2	0
umls:C0008525	1121	0.58665096107219	CHM	choroideremia (Rab escort protein 1)	Choroideremia	CLINVAR,CTD_human,ORPHANET,UNIPROT	52	10
umls:C0008525	6121	0.12	RPE65	retinal pigment epithelium-specific protein 65kDa	Choroideremia	ORPHANET	0	0
umls:C0008533	2158	0.546171547633076	F9	coagulation factor IX	Hemophilia B	CLINVAR,CTD_human,UNIPROT	315	66
umls:C0008625	1021	0.12	CDK6	cyclin-dependent kinase 6	Chromosome Aberrations	CTD_human	1	0
umls:C0008625	2034	0.12	EPAS1	endothelial PAS domain protein 1	Chromosome Aberrations	CTD_human	1	0
umls:C0008625	2067	0.122367031978602	ERCC1	excision repair cross-complementation group 1	Chromosome Aberrations	CTD_human	2	0
umls:C0008625	25913	0.12	POT1	protection of telomeres 1	Chromosome Aberrations	CTD_human	1	0
umls:C0008625	2944	0.150771415721826	GSTM1	glutathione S-transferase mu 1	Chromosome Aberrations	CTD_human	15	0
umls:C0008625	2950	0.134202191871612	GSTP1	glutathione S-transferase pi 1	Chromosome Aberrations	CTD_human	7	0
umls:C0008625	2952	0.153138447700428	GSTT1	glutathione S-transferase theta 1	Chromosome Aberrations	CTD_human	17	0
umls:C0008625	4297	0.12	KMT2A	lysine (K)-specific methyltransferase 2A	Chromosome Aberrations	CTD_human	1	0
umls:C0008625	4613	0.12	MYCN	v-myc avian myelocytomatosis viral oncogene neuroblastoma derived homolog	Chromosome Aberrations	CTD_human	1	0
umls:C0008625	4968	0.13183515989301	OGG1	8-oxoguanine DNA glycosylase	Chromosome Aberrations	CTD_human	6	0
umls:C0008625	6799	0.12	SULT1A2	sulfotransferase family, cytosolic, 1A, phenol-preferring, member 2	Chromosome Aberrations	CTD_human	1	0
umls:C0008625	6817	0.12	SULT1A1	sulfotransferase family, cytosolic, 1A, phenol-preferring, member 1	Chromosome Aberrations	CTD_human	1	0
umls:C0008625	7508	0.127101095935806	XPC	xeroderma pigmentosum, complementation group C	Chromosome Aberrations	CTD_human	4	0
umls:C0008625	7518	0.12	XRCC4	X-ray repair complementing defective repair in Chinese hamster cells 4	Chromosome Aberrations	CTD_human	1	0
umls:C0008625	9	0.122367031978602	NAT1	N-acetyltransferase 1 (arylamine N-acetyltransferase)	Chromosome Aberrations	CTD_human	2	0
umls:C0008626	25913	0.12	POT1	protection of telomeres 1	Congenital chromosomal disease	CTD_human	1	0
umls:C0008677	10144	0.12027144187208	FAM13A	family with sequence similarity 13, member A	Bronchitis, Chronic	GWASCAT	1	2
umls:C0008677	1136	0.12	CHRNA3	cholinergic receptor, nicotinic, alpha 3 (neuronal)	Bronchitis, Chronic	GWASCAT	1	1
umls:C0008677	192668	0.12	CYS1	cystin 1	Bronchitis, Chronic	GWASCAT	1	1
umls:C0008677	200373	0.12	CFAP221	cilia and flagella associated protein 221	Bronchitis, Chronic	GWASCAT	1	1
umls:C0008677	283229	0.12027144187208	CRACR2B	calcium release activated channel regulator 2B	Bronchitis, Chronic	GWASCAT	1	1
